date,type,month
2025-09-12 23:15:09,comment,2025-09
2025-09-12 23:14:49,comment,2025-09
2025-09-12 23:14:30,comment,2025-09
2025-09-12 22:24:17,comment,2025-09
2025-09-12 21:47:17,comment,2025-09
2025-09-12 19:29:50,comment,2025-09
2025-09-12 11:21:34,comment,2025-09
2025-09-11 19:48:40,comment,2025-09
2025-09-11 18:34:06,comment,2025-09
2025-09-11 12:05:31,comment,2025-09
2025-09-11 10:41:46,comment,2025-09
2025-09-11 10:37:44,comment,2025-09
2025-09-11 09:09:37,comment,2025-09
2025-09-10 23:38:06,comment,2025-09
2025-09-10 22:53:05,comment,2025-09
2025-09-10 22:11:56,comment,2025-09
2025-09-10 18:01:34,comment,2025-09
2025-09-10 18:00:57,comment,2025-09
2025-09-10 16:09:10,comment,2025-09
2025-09-10 14:12:10,comment,2025-09
2025-09-10 11:14:16,comment,2025-09
2025-09-10 08:51:38,comment,2025-09
2025-09-10 06:54:30,comment,2025-09
2025-09-10 01:09:04,comment,2025-09
2025-09-10 00:48:32,comment,2025-09
2025-09-10 00:04:21,comment,2025-09
2025-09-09 22:56:43,comment,2025-09
2025-09-09 22:37:27,comment,2025-09
2025-09-09 22:36:54,comment,2025-09
2025-09-09 22:36:22,comment,2025-09
2025-09-09 21:39:11,comment,2025-09
2025-09-09 21:38:06,comment,2025-09
2025-09-09 21:36:40,comment,2025-09
2025-09-09 10:49:45,comment,2025-09
2025-09-09 08:34:59,comment,2025-09
2025-09-08 23:34:01,comment,2025-09
2025-09-08 22:39:46,comment,2025-09
2025-09-08 20:05:05,comment,2025-09
2025-09-08 20:05:00,comment,2025-09
2025-09-08 14:47:49,comment,2025-09
2025-09-08 10:38:04,comment,2025-09
2025-09-08 10:37:18,comment,2025-09
2025-09-07 23:44:52,comment,2025-09
2025-09-07 18:53:40,comment,2025-09
2025-09-07 17:22:12,comment,2025-09
2025-09-07 15:55:57,comment,2025-09
2025-09-07 15:42:06,comment,2025-09
2025-09-07 14:52:47,comment,2025-09
2025-09-07 11:47:57,comment,2025-09
2025-09-07 11:37:42,comment,2025-09
2025-09-07 08:41:39,comment,2025-09
2025-09-07 08:37:22,comment,2025-09
2025-09-07 00:09:18,comment,2025-09
2025-09-06 15:45:12,comment,2025-09
2025-09-06 14:15:18,comment,2025-09
2025-09-06 14:14:56,comment,2025-09
2025-09-06 13:35:46,comment,2025-09
2025-09-06 13:35:36,comment,2025-09
2025-09-06 13:35:18,comment,2025-09
2025-09-06 13:35:11,comment,2025-09
2025-09-06 11:21:28,comment,2025-09
2025-09-06 11:18:27,comment,2025-09
2025-09-06 11:18:18,comment,2025-09
2025-09-06 10:25:15,comment,2025-09
2025-09-06 10:23:34,comment,2025-09
2025-09-06 09:58:28,comment,2025-09
2025-09-06 03:08:22,comment,2025-09
2025-09-05 23:06:40,comment,2025-09
2025-09-05 21:27:10,comment,2025-09
2025-09-05 21:02:19,comment,2025-09
2025-09-05 21:00:50,comment,2025-09
2025-09-05 21:00:29,comment,2025-09
2025-09-05 20:06:45,comment,2025-09
2025-09-05 20:04:52,comment,2025-09
2025-09-05 20:04:39,comment,2025-09
2025-09-05 19:04:48,comment,2025-09
2025-09-05 17:30:03,comment,2025-09
2025-09-05 17:01:52,comment,2025-09
2025-09-05 17:01:13,comment,2025-09
2025-09-05 17:00:43,comment,2025-09
2025-09-05 17:00:36,comment,2025-09
2025-09-05 16:11:08,comment,2025-09
2025-09-05 16:10:02,comment,2025-09
2025-09-05 16:08:48,comment,2025-09
2025-09-05 15:35:03,comment,2025-09
2025-09-05 15:28:21,comment,2025-09
2025-09-05 12:39:15,comment,2025-09
2025-09-04 20:18:35,comment,2025-09
2025-09-04 18:07:58,comment,2025-09
2025-09-04 10:01:23,comment,2025-09
2025-09-03 00:07:01,comment,2025-09
2025-09-02 23:32:20,comment,2025-09
2025-09-02 19:38:45,comment,2025-09
2025-09-02 19:18:55,comment,2025-09
2025-09-02 18:01:43,comment,2025-09
2025-09-02 14:20:03,comment,2025-09
2025-09-01 17:07:52,comment,2025-09
2025-08-31 16:38:30,comment,2025-08
2025-08-31 16:13:13,comment,2025-08
2025-08-30 23:15:05,comment,2025-08
2025-08-30 20:32:03,comment,2025-08
2025-08-30 20:31:43,comment,2025-08
2025-08-30 16:49:35,comment,2025-08
2025-08-30 14:51:00,comment,2025-08
2025-08-30 14:18:42,comment,2025-08
2025-08-30 10:50:38,comment,2025-08
2025-08-30 10:49:36,comment,2025-08
2025-08-30 10:49:13,comment,2025-08
2025-08-30 01:09:30,comment,2025-08
2025-08-30 01:09:04,comment,2025-08
2025-08-30 00:51:48,comment,2025-08
2025-08-30 00:51:14,comment,2025-08
2025-08-30 00:50:53,comment,2025-08
2025-08-30 00:05:40,comment,2025-08
2025-08-29 23:29:15,comment,2025-08
2025-08-29 23:28:47,comment,2025-08
2025-08-29 23:04:10,comment,2025-08
2025-08-29 23:03:57,comment,2025-08
2025-08-29 23:03:44,comment,2025-08
2025-08-29 23:03:37,comment,2025-08
2025-08-29 23:02:53,comment,2025-08
2025-08-29 23:02:46,comment,2025-08
2025-08-29 23:02:37,comment,2025-08
2025-08-29 17:43:59,comment,2025-08
2025-08-29 15:00:02,comment,2025-08
2025-08-29 14:59:46,comment,2025-08
2025-08-29 10:43:30,comment,2025-08
2025-08-28 18:00:56,comment,2025-08
2025-08-28 17:59:47,comment,2025-08
2025-08-28 14:04:27,comment,2025-08
2025-08-27 22:57:24,comment,2025-08
2025-08-27 22:38:31,comment,2025-08
2025-08-27 21:16:35,comment,2025-08
2025-08-27 21:16:11,comment,2025-08
2025-08-27 21:15:53,comment,2025-08
2025-08-27 15:00:33,comment,2025-08
2025-08-27 15:00:16,comment,2025-08
2025-08-27 15:00:07,comment,2025-08
2025-08-27 09:56:59,comment,2025-08
2025-08-27 09:54:26,comment,2025-08
2025-08-27 09:53:55,comment,2025-08
2025-08-27 01:26:06,comment,2025-08
2025-08-27 00:23:43,comment,2025-08
2025-08-27 00:23:30,comment,2025-08
2025-08-26 21:46:59,comment,2025-08
2025-08-26 20:45:53,comment,2025-08
2025-08-26 20:45:35,comment,2025-08
2025-08-26 15:23:12,comment,2025-08
2025-08-26 15:20:41,comment,2025-08
2025-08-26 15:20:14,comment,2025-08
2025-08-26 13:36:28,comment,2025-08
2025-08-26 10:35:59,comment,2025-08
2025-08-26 10:12:57,comment,2025-08
2025-08-26 10:10:10,comment,2025-08
2025-08-26 10:09:19,comment,2025-08
2025-08-26 10:08:46,comment,2025-08
2025-08-25 21:34:47,comment,2025-08
2025-08-25 19:30:16,comment,2025-08
2025-08-25 11:25:55,comment,2025-08
2025-08-25 10:02:59,comment,2025-08
2025-08-25 09:36:26,comment,2025-08
2025-08-25 09:34:57,comment,2025-08
2025-08-24 20:54:23,comment,2025-08
2025-08-24 20:10:31,comment,2025-08
2025-08-24 19:55:38,comment,2025-08
2025-08-24 19:13:54,comment,2025-08
2025-08-24 16:10:18,comment,2025-08
2025-08-24 16:09:40,comment,2025-08
2025-08-24 15:26:40,comment,2025-08
2025-08-24 14:01:46,comment,2025-08
2025-08-24 11:21:59,comment,2025-08
2025-08-24 10:55:57,comment,2025-08
2025-08-24 09:12:39,comment,2025-08
2025-08-24 09:11:20,comment,2025-08
2025-08-24 09:11:14,comment,2025-08
2025-08-24 01:06:27,comment,2025-08
2025-08-24 00:11:12,comment,2025-08
2025-08-23 20:22:19,comment,2025-08
2025-08-23 20:19:41,comment,2025-08
2025-08-23 20:16:35,comment,2025-08
2025-08-23 20:15:59,comment,2025-08
2025-08-23 16:20:09,comment,2025-08
2025-08-23 16:05:22,comment,2025-08
2025-08-23 15:19:09,comment,2025-08
2025-08-23 15:15:06,comment,2025-08
2025-08-23 14:19:13,comment,2025-08
2025-08-23 12:07:05,comment,2025-08
2025-08-23 12:04:57,comment,2025-08
2025-08-23 12:04:46,comment,2025-08
2025-08-23 10:47:27,comment,2025-08
2025-08-23 10:46:33,comment,2025-08
2025-08-23 09:21:54,comment,2025-08
2025-08-23 09:21:38,comment,2025-08
2025-08-23 09:20:58,comment,2025-08
2025-08-23 00:33:52,comment,2025-08
2025-08-22 23:54:06,comment,2025-08
2025-08-22 23:51:53,comment,2025-08
2025-08-22 23:02:58,comment,2025-08
2025-08-22 22:37:33,comment,2025-08
2025-08-22 22:37:05,comment,2025-08
2025-08-22 22:03:30,comment,2025-08
2025-08-22 20:41:58,comment,2025-08
2025-08-22 20:41:31,comment,2025-08
2025-08-22 19:50:14,comment,2025-08
2025-08-22 19:50:05,comment,2025-08
2025-08-21 21:50:16,comment,2025-08
2025-08-21 19:13:26,comment,2025-08
2025-08-21 15:01:25,comment,2025-08
2025-08-19 18:15:55,comment,2025-08
2025-08-19 18:15:28,comment,2025-08
2025-08-19 10:57:21,comment,2025-08
2025-08-19 00:27:32,comment,2025-08
2025-08-19 00:09:23,comment,2025-08
2025-08-18 22:01:56,comment,2025-08
2025-08-18 19:21:09,comment,2025-08
2025-08-18 09:40:34,comment,2025-08
2025-08-17 23:02:13,comment,2025-08
2025-08-17 22:06:36,comment,2025-08
2025-08-17 20:08:24,comment,2025-08
2025-08-16 12:48:43,comment,2025-08
2025-08-16 09:02:28,comment,2025-08
2025-08-15 13:42:26,comment,2025-08
2025-08-15 10:37:12,comment,2025-08
2025-08-15 00:54:35,comment,2025-08
2025-08-14 23:27:07,comment,2025-08
2025-08-14 23:26:40,comment,2025-08
2025-08-14 23:24:24,comment,2025-08
2025-08-12 20:56:28,comment,2025-08
2025-08-11 23:21:12,comment,2025-08
2025-08-11 13:52:26,comment,2025-08
2025-08-10 22:41:20,comment,2025-08
2025-08-10 01:07:43,comment,2025-08
2025-08-09 17:28:07,comment,2025-08
2025-08-09 16:29:27,comment,2025-08
2025-08-09 16:28:54,comment,2025-08
2025-08-09 16:26:35,comment,2025-08
2025-08-09 14:48:29,comment,2025-08
2025-08-09 09:35:00,comment,2025-08
2025-08-09 00:59:47,comment,2025-08
2025-08-08 22:29:56,comment,2025-08
2025-08-08 21:50:31,comment,2025-08
2025-08-08 18:45:56,comment,2025-08
2025-08-08 16:08:36,comment,2025-08
2025-08-08 12:27:10,comment,2025-08
2025-08-08 12:26:45,comment,2025-08
2025-08-07 23:09:21,comment,2025-08
2025-08-07 22:25:10,comment,2025-08
2025-08-07 22:12:54,comment,2025-08
2025-08-07 17:16:50,comment,2025-08
2025-08-07 12:27:59,comment,2025-08
2025-08-07 12:27:05,comment,2025-08
2025-08-07 10:14:21,comment,2025-08
2025-08-07 09:11:16,comment,2025-08
2025-08-07 09:10:47,comment,2025-08
2025-08-06 22:13:07,comment,2025-08
2025-08-06 20:49:38,comment,2025-08
2025-08-06 12:43:32,comment,2025-08
2025-08-05 17:52:14,comment,2025-08
2025-08-05 14:42:56,comment,2025-08
2025-08-05 08:52:09,comment,2025-08
2025-08-05 07:08:37,comment,2025-08
2025-08-05 07:04:38,comment,2025-08
2025-08-04 22:22:21,comment,2025-08
2025-08-04 21:30:44,comment,2025-08
2025-08-04 21:28:30,comment,2025-08
2025-08-02 16:33:34,comment,2025-08
2025-08-02 09:18:37,comment,2025-08
2025-08-02 07:47:24,comment,2025-08
2025-08-02 07:47:12,comment,2025-08
2025-08-01 21:57:52,comment,2025-08
2025-08-01 21:13:16,comment,2025-08
2025-08-01 21:12:52,comment,2025-08
2025-08-01 21:11:36,comment,2025-08
2025-08-01 20:48:16,comment,2025-08
2025-08-01 18:55:21,comment,2025-08
2025-08-01 18:55:05,comment,2025-08
2025-07-31 20:05:02,comment,2025-07
2025-07-31 13:04:12,comment,2025-07
2025-07-31 09:55:00,comment,2025-07
2025-07-30 23:06:53,comment,2025-07
2025-07-29 09:44:50,comment,2025-07
2025-07-29 09:43:45,comment,2025-07
2025-07-28 13:58:25,comment,2025-07
2025-07-28 07:36:20,comment,2025-07
2025-07-27 21:40:38,comment,2025-07
2025-07-27 18:57:46,comment,2025-07
2025-07-27 14:34:13,comment,2025-07
2025-07-27 13:16:06,comment,2025-07
2025-07-27 13:14:37,comment,2025-07
2025-07-27 13:14:26,comment,2025-07
2025-07-27 13:14:10,comment,2025-07
2025-07-26 22:10:22,comment,2025-07
2025-07-26 22:08:08,comment,2025-07
2025-07-26 18:14:57,comment,2025-07
2025-07-26 18:14:23,comment,2025-07
2025-07-26 15:01:41,comment,2025-07
2025-07-26 11:42:22,comment,2025-07
2025-07-26 11:35:04,comment,2025-07
2025-07-26 08:09:33,comment,2025-07
2025-07-25 21:22:26,comment,2025-07
2025-07-25 20:30:15,comment,2025-07
2025-07-25 18:51:10,comment,2025-07
2025-07-25 18:06:08,comment,2025-07
2025-07-25 17:53:09,comment,2025-07
2025-07-23 21:42:22,comment,2025-07
2025-07-23 14:43:13,comment,2025-07
2025-07-23 13:24:20,comment,2025-07
2025-07-17 23:32:41,comment,2025-07
2025-07-17 22:48:46,comment,2025-07
2025-07-17 22:48:31,comment,2025-07
2025-07-17 22:48:17,comment,2025-07
2025-07-03 23:39:41,comment,2025-07
2025-07-03 22:49:49,comment,2025-07
2025-07-03 22:45:41,comment,2025-07
2025-07-03 21:33:01,comment,2025-07
2025-07-03 21:20:03,comment,2025-07
2025-07-03 21:19:53,comment,2025-07
2025-07-03 21:19:29,comment,2025-07
2025-07-02 13:56:00,comment,2025-07
2025-07-01 23:44:07,comment,2025-07
2025-07-01 22:20:48,comment,2025-07
2025-07-01 21:52:59,comment,2025-07
2025-07-01 21:52:08,comment,2025-07
2025-07-01 21:21:14,comment,2025-07
2025-07-01 21:13:25,comment,2025-07
2025-07-01 21:13:12,comment,2025-07
2025-07-01 21:11:19,comment,2025-07
2025-07-01 20:51:37,comment,2025-07
2025-06-03 21:29:25,comment,2025-06
2025-06-03 18:59:41,comment,2025-06
2025-05-03 09:14:36,comment,2025-05
2025-05-02 23:31:45,comment,2025-05
2025-05-01 21:09:43,comment,2025-05
2025-05-01 21:09:02,comment,2025-05
2025-04-26 10:29:40,comment,2025-04
2025-04-20 21:29:52,comment,2025-04
2025-04-19 21:24:07,comment,2025-04
2025-04-19 21:23:52,comment,2025-04
2025-04-19 13:03:54,comment,2025-04
2025-04-17 12:09:19,comment,2025-04
2025-04-16 22:26:53,comment,2025-04
2025-04-16 21:52:05,comment,2025-04
2025-04-16 20:18:15,comment,2025-04
2025-04-16 20:17:18,comment,2025-04
2025-04-16 19:11:10,comment,2025-04
2025-04-16 19:10:39,comment,2025-04
2025-04-16 18:37:35,comment,2025-04
2025-04-15 06:07:24,comment,2025-04
2025-04-14 23:34:39,comment,2025-04
2025-04-14 22:59:13,comment,2025-04
2025-04-14 14:53:19,comment,2025-04
2025-04-11 18:42:49,comment,2025-04
2025-04-10 06:30:19,comment,2025-04
2025-04-09 23:34:43,comment,2025-04
2025-04-09 22:24:04,comment,2025-04
2025-04-07 17:30:37,comment,2025-04
2025-04-07 14:50:25,comment,2025-04
2025-04-07 12:59:37,comment,2025-04
2025-04-07 06:37:28,comment,2025-04
2025-04-07 00:20:28,comment,2025-04
2025-04-06 21:51:14,comment,2025-04
2025-04-06 21:11:27,comment,2025-04
2025-04-06 21:10:47,comment,2025-04
2025-04-06 21:10:12,comment,2025-04
2025-04-06 21:09:47,comment,2025-04
2025-04-06 21:09:26,comment,2025-04
2025-03-24 00:59:10,comment,2025-03
2025-03-23 00:17:03,comment,2025-03
2025-02-28 23:57:16,comment,2025-02
2025-02-28 23:56:17,comment,2025-02
2025-02-28 22:51:13,comment,2025-02
2025-02-28 22:09:33,comment,2025-02
2025-02-27 08:37:34,comment,2025-02
2025-02-27 01:37:50,comment,2025-02
2025-02-26 19:49:52,comment,2025-02
2025-02-26 19:44:19,comment,2025-02
2025-02-26 19:43:54,comment,2025-02
2025-02-26 18:50:41,comment,2025-02
2025-02-26 18:48:55,comment,2025-02
2025-02-26 18:48:24,comment,2025-02
2025-02-26 18:14:26,comment,2025-02
2025-02-20 19:57:28,comment,2025-02
2025-02-20 19:57:17,comment,2025-02
2025-02-18 20:54:53,comment,2025-02
2025-02-18 12:34:41,comment,2025-02
2025-02-18 07:11:27,comment,2025-02
2025-02-18 07:10:59,comment,2025-02
2025-02-17 21:39:09,comment,2025-02
2025-02-17 21:37:11,comment,2025-02
2025-02-17 21:24:37,comment,2025-02
2025-02-17 21:24:07,comment,2025-02
2025-02-17 21:23:23,comment,2025-02
2025-02-17 20:46:41,comment,2025-02
2025-02-17 20:46:18,comment,2025-02
2025-02-12 14:28:00,comment,2025-02
2025-02-12 11:14:15,comment,2025-02
2025-02-12 08:50:32,comment,2025-02
2025-02-11 22:34:30,comment,2025-02
2025-02-11 22:34:00,comment,2025-02
2025-02-06 00:20:59,comment,2025-02
2025-02-05 14:49:42,comment,2025-02
2025-02-05 13:52:49,comment,2025-02
2025-02-05 10:58:51,comment,2025-02
2025-02-05 10:58:31,comment,2025-02
2025-02-04 23:46:54,comment,2025-02
2025-02-04 22:51:46,comment,2025-02
2025-02-04 22:18:13,comment,2025-02
2025-02-04 22:17:17,comment,2025-02
2025-02-01 21:48:15,comment,2025-02
2025-02-01 20:35:41,comment,2025-02
2025-02-01 15:51:21,comment,2025-02
2025-02-01 10:45:12,comment,2025-02
2025-01-25 11:22:40,comment,2025-01
2025-01-25 09:18:03,comment,2025-01
2025-01-24 23:08:10,comment,2025-01
2025-01-24 22:58:33,comment,2025-01
2025-01-24 22:50:34,comment,2025-01
2025-01-24 22:24:23,comment,2025-01
2025-01-24 22:23:45,comment,2025-01
2025-01-24 22:23:26,comment,2025-01
2025-01-09 19:23:04,comment,2025-01
2025-01-04 21:17:19,comment,2025-01
2025-01-03 15:03:16,comment,2025-01
2025-01-03 11:11:07,comment,2025-01
2025-01-03 11:10:46,comment,2025-01
2025-01-03 11:09:48,comment,2025-01
2025-01-03 04:17:43,comment,2025-01
2025-01-03 04:00:53,comment,2025-01
2025-01-02 23:09:24,comment,2025-01
2025-01-02 22:21:39,comment,2025-01
2025-01-02 22:16:25,comment,2025-01
2025-01-02 22:15:57,comment,2025-01
2025-01-02 20:53:34,comment,2025-01
2025-01-02 20:45:49,comment,2025-01
2025-01-02 20:28:59,comment,2025-01
2025-01-02 20:28:18,comment,2025-01
2025-01-02 20:27:44,comment,2025-01
2025-01-02 20:24:53,comment,2025-01
2025-01-02 20:22:37,comment,2025-01
2025-01-02 20:08:24,comment,2025-01
2025-01-02 20:05:34,comment,2025-01
2025-01-02 19:53:55,comment,2025-01
2024-12-14 21:47:11,comment,2024-12
2024-12-14 19:26:40,comment,2024-12
2024-12-14 19:26:24,comment,2024-12
2024-12-14 09:29:06,comment,2024-12
2024-12-12 19:13:53,comment,2024-12
2024-12-10 13:56:18,comment,2024-12
2024-12-10 12:32:25,comment,2024-12
2024-12-10 11:31:48,comment,2024-12
2024-12-10 07:51:56,comment,2024-12
2024-12-10 07:46:57,comment,2024-12
2024-12-10 07:26:24,comment,2024-12
2024-12-10 07:25:16,comment,2024-12
2024-12-10 00:11:24,comment,2024-12
2024-12-10 00:08:21,comment,2024-12
2024-12-09 23:05:52,comment,2024-12
2024-12-09 22:58:19,comment,2024-12
2024-12-09 22:45:30,comment,2024-12
2024-12-09 22:34:50,comment,2024-12
2024-12-09 22:33:43,comment,2024-12
2024-12-09 22:26:45,comment,2024-12
2024-12-09 22:12:23,comment,2024-12
2024-12-09 22:10:34,comment,2024-12
